Name,Team,Week,Season,Rec ,Rec_Tgt ,Rec_Yds ,Rec_Y/R ,Rec_TD ,KR_TD ,PR_TD ,FumL ,FanPts,FanPts_HalfPPR,FanPts_PPR
Chris Hogan,BUF,6,2013,1,3,2,2,0,0,0,0,0.2,0.7,1.2
Chris Owusu,TAM,1,2014,2,2,20,10,1,0,0,0,8,9,10
Chris Owusu,NYJ,17,2014,1,1,36,36,0,0,0,0,3.6,4.1,4.6
Chris Owusu,NYJ,15,2014,1,1,8,8,0,0,0,0,0.8,1.3,1.8
Chris Owusu,NYJ,14,2014,1,1,7,7,0,0,0,0,0.7,1.2,1.7
Chris Owusu,NYJ,8,2014,1,1,7,7,0,0,0,0,0.7,1.2,1.7
Chris Owusu,TAM,2,2014,0,0,0,0,0,0,0,0,0,0,0
Chris Owusu,TAM,6,2013,3,4,28,9.3,0,0,0,0,2.8,4.3,5.8
Chris Owusu,TAM,7,2013,3,3,27,9,0,0,0,0,2.7,4.2,5.7
Chris Owusu,TAM,15,2012,1,2,24,24,0,0,0,0,2.4,2.9,3.4
Chris Owusu,TAM,15,2013,3,5,21,7,0,0,0,0,2.1,3.6,5.1
Chris Owusu,TAM,13,2013,1,3,20,20,0,0,0,0,2,2.5,3
Chris Owusu,TAM,16,2013,2,3,13,6.5,0,0,0,0,1.3,2.3,3.3
Chris Owusu,TAM,17,2013,1,2,5,5,0,0,0,0,0.5,1,1.5
Chris Owusu,TAM,12,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Chris Owusu,TAM,10,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Chris Williams,CHI,10,2014,0,0,0,N/A ,0,1,0,0,6,6,6
Chris Williams,CHI,11,2014,0,0,0,0,0,0,0,0,0,0,0
Chris Williams,CHI,8,2014,0,0,0,0,0,0,0,0,0,0,0
Chris Williams,CHI,7,2014,0,0,0,0,0,0,0,0,0,0,0
Chris Williams,CHI,6,2014,0,0,0,0,0,0,0,0,0,0,0
Chris Williams,CHI,5,2014,0,0,0,0,0,0,0,0,0,0,0
Clifford Russell,DEN ,5,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Clifford Russell,DEN ,4,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,NYJ,8,2012,7,11,82,11.7,0,0,0,0,8.2,11.7,15.2
Clyde Gates,NYJ,16,2012,3,6,65,21.7,0,0,0,0,6.5,8,9.5
Clyde Gates,NYJ,2,2013,2,8,42,21,0,0,0,0,4.2,5.2,6.2
Clyde Gates,NYJ,6,2013,5,7,36,7.2,0,0,0,0,3.6,6.1,8.6
Clyde Gates,NYJ,5,2012,1,3,27,27,0,0,0,0,2.7,3.2,3.7
Clyde Gates,NYJ,4,2013,3,3,24,8,0,0,0,0,2.4,3.9,5.4
Clyde Gates,NYJ,12,2012,2,4,20,10,0,0,0,0,2,3,4
Clyde Gates,NYJ,1,2013,1,4,17,17,0,0,0,0,1.7,2.2,2.7
Clyde Gates,MIA,12,2011,1,N/A ,11,11,0,0,0,0,1.1,1.6,2.1
Clyde Gates,NYJ,11,2012,1,2,10,10,0,0,0,0,1,1.5,2
Clyde Gates,NYJ,10,2012,1,5,10,10,0,0,0,0,1,1.5,2
Clyde Gates,NYJ,2,2012,1,1,10,10,0,0,0,0,1,1.5,2
Clyde Gates,MIA,4,2011,1,N/A ,8,8,0,0,0,0,0.8,1.3,1.8
Clyde Gates,NYJ,5,2013,1,1,3,3,0,0,0,0,0.3,0.8,1.3
Clyde Gates,NYJ,3,2013,0,1,0,N/A ,0,0,0,0,0,0,0
Clyde Gates,NYJ,17,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Clyde Gates,NYJ,15,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Clyde Gates,NYJ,3,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Clyde Gates,MIA,17,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,16,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,15,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,14,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,13,2011,0,N/A ,0,N/A ,0,0,0,0,0,0,0
Clyde Gates,MIA,11,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,10,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,6,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,3,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,2,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Clyde Gates,MIA,1,2011,0,N/A ,0,0,0,0,0,0,0,0,0
Cody Latimer,DEN,17,2014,1,2,14,14,0,0,0,0,1.4,1.9,2.4
Cody Latimer,DEN,10,2014,1,1,9,9,0,0,0,0,0.9,1.4,1.9
Cody Latimer,DEN,13,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Cody Latimer,DEN,9,2014,0,0,0,0,0,0,0,0,0,0,0
Cole Beasley,DAL,14,2014,3,3,42,14,2,0,0,0,16.2,17.7,19.2
Cole Beasley,DAL,12,2014,2,2,66,33,1,0,0,0,12.6,13.6,14.6
Cole Beasley,DAL,16,2014,2,3,29,14.5,1,0,0,0,8.9,9.9,10.9
Cole Beasley,DAL,17,2014,6,9,57,9.5,0,0,0,0,5.7,8.7,11.7
Cole Beasley,DAL,15,2014,4,4,42,10.5,0,0,0,0,4.2,6.2,8.2
Cole Beasley,DAL,1,2014,4,5,42,10.5,0,0,0,0,4.2,6.2,8.2
Cole Beasley,DAL,5,2014,4,4,23,5.8,0,0,0,0,2.3,4.3,6.3
Cole Beasley,DAL,13,2014,4,7,41,10.3,0,0,0,1,2.1,4.1,6.1
Cole Beasley,DAL,4,2014,2,2,14,7,0,0,0,0,1.4,2.4,3.4
Cole Beasley,DAL,9,2014,1,2,12,12,0,0,0,0,1.2,1.7,2.2
Cole Beasley,DAL,8,2014,1,2,11,11,0,0,0,0,1.1,1.6,2.1
Cole Beasley,DAL,6,2014,1,2,11,11,0,0,0,0,1.1,1.6,2.1
Cole Beasley,DAL,2,2014,1,1,10,10,0,0,0,0,1,1.5,2
Cole Beasley,DAL,3,2014,1,2,9,9,0,0,0,0,0.9,1.4,1.9
Cole Beasley,DAL,10,2014,1,1,11,11,0,0,0,1,-0.9,-0.4,0.1
Cole Beasley,DAL,5,2013,4,4,47,11.8,1,0,0,0,10.7,12.7,14.7
Cole Beasley,DAL,14,2013,2,3,20,10,1,0,0,0,8,9,10
Cole Beasley,DAL,9,2013,6,9,68,11.3,0,0,0,0,6.8,9.8,12.8
Cole Beasley,DAL,12,2012,7,13,68,9.7,0,0,0,0,6.8,10.3,13.8
Cole Beasley,DAL,7,2013,6,7,53,8.8,0,0,0,0,5.3,8.3,11.3
Cole Beasley,DAL,6,2013,4,5,44,11,0,0,0,0,4.4,6.4,8.4
Cole Beasley,DAL,16,2013,2,2,29,14.5,0,0,0,0,2.9,3.9,4.9
Cole Beasley,DAL,15,2013,3,4,19,6.3,0,0,0,0,1.9,3.4,4.9
Cole Beasley,DAL,13,2013,3,3,19,6.3,0,0,0,0,1.9,3.4,4.9
Cole Beasley,DAL,10,2013,1,4,18,18,0,0,0,0,1.8,2.3,2.8
Cole Beasley,DAL,4,2013,3,3,16,5.3,0,0,0,0,1.6,3.1,4.6
Cole Beasley,DAL,15,2012,2,2,14,7,0,0,0,0,1.4,2.4,3.4
Cole Beasley,DAL,4,2012,2,2,14,7,0,0,0,0,1.4,2.4,3.4
Cole Beasley,DAL,12,2013,2,4,13,6.5,0,0,0,0,1.3,2.3,3.3
Cole Beasley,DAL,13,2012,1,2,13,13,0,0,0,0,1.3,1.8,2.3
Cole Beasley,DAL,8,2013,1,3,8,8,0,0,0,0,0.8,1.3,1.8
Cole Beasley,DAL,11,2012,1,1,8,8,0,0,0,0,0.8,1.3,1.8
Cole Beasley,DAL,9,2012,1,2,8,8,0,0,0,0,0.8,1.3,1.8
Cole Beasley,DAL,17,2013,1,2,7,7,0,0,0,0,0.7,1.2,1.7
Cole Beasley,DAL,3,2013,1,1,7,7,0,0,0,0,0.7,1.2,1.7
Cole Beasley,DAL,10,2012,1,1,3,3,0,0,0,0,0.3,0.8,1.3
Cole Beasley,DAL,17,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Cordarrelle Patterson,MIN,8,2014,6,12,86,14.3,0,0,0,0,8.6,11.6,14.6
Cordarrelle Patterson,MIN,7,2014,2,4,9,4.5,1,0,0,0,6.9,7.9,8.9
Cordarrelle Patterson,MIN,3,2014,4,5,61,15.3,0,0,0,0,6.1,8.1,10.1
Cordarrelle Patterson,MIN,2,2014,4,7,56,14,0,0,0,0,5.6,7.6,9.6
Cordarrelle Patterson,MIN,4,2014,2,4,38,19,0,0,0,0,3.8,4.8,5.8
Cordarrelle Patterson,MIN,1,2014,3,5,26,8.7,0,0,0,0,2.6,4.1,5.6
Cordarrelle Patterson,MIN,11,2014,2,3,24,12,0,0,0,0,2.4,3.4,4.4
Cordarrelle Patterson,MIN,16,2014,1,1,18,18,0,0,0,0,1.8,2.3,2.8
Cordarrelle Patterson,MIN,12,2014,2,2,18,9,0,0,0,0,1.8,2.8,3.8
Cordarrelle Patterson,MIN,15,2014,2,3,16,8,0,0,0,0,1.6,2.6,3.6
Cordarrelle Patterson,MIN,6,2014,2,8,15,7.5,0,0,0,0,1.5,2.5,3.5
Cordarrelle Patterson,MIN,9,2014,1,7,9,9,0,0,0,0,0.9,1.4,1.9
Cordarrelle Patterson,MIN,5,2014,2,4,8,4,0,0,0,0,0.8,1.8,2.8
Cordarrelle Patterson,MIN,17,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Cordarrelle Patterson,MIN,13,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Cordarrelle Patterson,MIN,14,2014,0,0,0,N/A ,0,0,0,1,-2,-2,-2
Cordarrelle Patterson,MIN,14,2013,5,7,141,28.2,1,0,0,0,20.1,22.6,25.1
Cordarrelle Patterson,MIN,15,2013,5,6,35,7,1,0,0,0,9.5,12,14.5
Cordarrelle Patterson,MIN,17,2013,2,5,31,15.5,1,0,0,0,9.1,10.1,11.1
Cordarrelle Patterson,MIN,8,2013,2,3,26,13,0,1,0,0,8.6,9.6,10.6
Cordarrelle Patterson,MIN,10,2013,2,4,22,11,1,0,0,0,8.2,9.2,10.2
Cordarrelle Patterson,MIN,2,2013,2,2,14,7,0,1,0,0,7.4,8.4,9.4
Cordarrelle Patterson,MIN,12,2013,8,11,54,6.8,0,0,0,0,5.4,9.4,13.4
Cordarrelle Patterson,MIN,3,2013,2,4,49,24.5,0,0,0,0,4.9,5.9,6.9
Cordarrelle Patterson,MIN,11,2013,3,9,28,9.3,0,0,0,0,2.8,4.3,5.8
Cordarrelle Patterson,MIN,7,2013,3,6,22,7.3,0,0,0,0,2.2,3.7,5.2
Cordarrelle Patterson,MIN,9,2013,3,4,13,4.3,0,0,0,0,1.3,2.8,4.3
Cordarrelle Patterson,MIN,1,2013,1,1,10,10,0,0,0,0,1,1.5,2
Cordarrelle Patterson,MIN,4,2013,1,2,9,9,0,0,0,0,0.9,1.4,1.9
Cordarrelle Patterson,MIN,16,2013,3,7,8,2.7,0,0,0,0,0.8,2.3,3.8
Cordarrelle Patterson,MIN,13,2013,1,4,4,4,0,0,0,0,0.4,0.9,1.4
Cordarrelle Patterson,MIN,6,2013,2,2,3,1.5,0,0,0,0,0.3,1.3,2.3
Corey Fuller,DET,7,2014,3,5,44,14.7,1,0,0,0,10.4,11.9,13.4
Corey Fuller,DET,3,2014,1,2,52,52,0,0,0,0,5.2,5.7,6.2
Corey Fuller,DET,8,2014,3,6,43,14.3,0,0,0,0,4.3,5.8,7.3
Corey Fuller,DET,13,2014,1,1,21,21,0,0,0,0,2.1,2.6,3.1
Corey Fuller,DET,12,2014,1,2,13,13,0,0,0,0,1.3,1.8,2.3
Corey Fuller,DET,6,2014,2,5,12,6,0,0,0,0,1.2,2.2,3.2
Corey Fuller,DET,5,2014,3,4,27,9,0,0,0,1,0.7,2.2,3.7
Corey Fuller,DET,17,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Corey Fuller,DET,16,2014,0,2,0,N/A ,0,0,0,0,0,0,0
Corey Fuller,DET,15,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Corey Fuller,DET,4,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Corey Fuller,DET,2,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Corey Washington,NYG,9,2014,4,6,48,12,1,0,0,0,10.8,12.8,14.8
Corey Washington,NYG,15,2014,1,1,4,4,0,0,0,0,0.4,0.9,1.4
Corey Washington,NYG,1,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Courtney Roby,ATL,3,2014,1,2,11,11,0,0,0,0,1.1,1.6,2.1
Courtney Roby,NOR ,10,2009,0,N/A ,0,0,0,1,0,0,6,6,6
Courtney Roby,NOR,2,2012,1,1,9,9,0,0,0,0,0.9,1.4,1.9
Courtney Roby,NOR ,11,2009,1,N/A ,6,6,0,0,0,0,0.6,1.1,1.6
Courtney Roby,NOR,8,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Courtney Roby,NOR,13,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,12,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,11,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,9,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,8,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,7,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,6,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,5,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,4,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,3,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,2,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,1,2010,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,16,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,15,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,14,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,13,2009,0,N/A ,0,,0,0,0,0,0,0,0
Courtney Roby,NOR ,12,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,9,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,8,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,7,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,6,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,4,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,3,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,2,2009,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,14,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,13,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,12,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,11,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR ,10,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,IND ,1,2008,0,N/A ,0,0,0,0,0,0,0,0,0
Courtney Roby,NOR,14,2010,0,N/A ,0,N/A ,0,0,0,1,-2,-2,-2
Courtney Roby,NOR ,17,2009,0,N/A ,0,,0,0,0,1,-2,-2,-2
Courtney Taylor,SEA ,16,2008,2,N/A ,35,17.5,0,0,0,0,3.5,4.5,5.5
Courtney Taylor,SEA ,2,2008,2,N/A ,20,10,0,0,0,0,2,3,4
Courtney Taylor,SEA ,1,2008,2,N/A ,19,9.5,0,0,0,0,1.9,2.9,3.9
Courtney Taylor,SEA ,3,2008,1,N/A ,11,11,0,0,0,0,1.1,1.6,2.1
Courtney Taylor,SEA ,11,2008,1,N/A ,7,7,0,0,0,0,0.7,1.2,1.7
Courtney Taylor,SEA ,12,2008,1,N/A ,6,6,0,0,0,0,0.6,1.1,1.6
D.J. Hackett,CAR ,17,2008,2,N/A ,37,18.5,0,0,0,0,3.7,4.7,5.7
D.J. Hackett,CAR ,3,2008,2,N/A ,37,18.5,0,0,0,0,3.7,4.7,5.7
D.J. Hackett,CAR ,1,2008,5,N/A ,48,9.6,0,0,0,1,2.8,5.3,7.8
D.J. Hackett,CAR ,5,2008,2,N/A ,24,12,0,0,0,0,2.4,3.4,4.4
D.J. Hackett,CAR ,4,2008,2,N/A ,24,12,0,0,0,0,2.4,3.4,4.4
D.J. Hackett,CAR ,2,2008,1,N/A ,22,22,0,0,0,0,2.2,2.7,3.2
D.J. Hackett,CAR ,10,2008,1,N/A ,13,13,0,0,0,0,1.3,1.8,2.3
Dallas Baker,PIT ,10,2008,1,N/A ,6,6,0,0,0,0,0.6,1.1,1.6
Damaris Johnson,HOU,3,2014,2,2,56,28,1,0,0,0,11.6,12.6,13.6
Damaris Johnson,HOU,6,2014,3,3,62,20.7,0,0,0,0,6.2,7.7,9.2
Damaris Johnson,HOU,17,2014,3,3,33,11,0,0,0,0,3.3,4.8,6.3
Damaris Johnson,HOU,8,2014,2,4,33,16.5,0,0,0,0,3.3,4.3,5.3
Damaris Johnson,HOU,16,2014,4,6,27,6.8,0,0,0,0,2.7,4.7,6.7
Damaris Johnson,HOU,15,2014,2,3,21,10.5,0,0,0,0,2.1,3.1,4.1
Damaris Johnson,HOU,12,2014,3,5,21,7,0,0,0,0,2.1,3.6,5.1
Damaris Johnson,HOU,11,2014,5,8,21,4.2,0,0,0,0,2.1,4.6,7.1
Damaris Johnson,HOU,9,2014,2,2,16,8,0,0,0,0,1.6,2.6,3.6
Damaris Johnson,HOU,7,2014,1,2,15,15,0,0,0,0,1.5,2,2.5
Damaris Johnson,HOU,14,2014,1,1,11,11,0,0,0,0,1.1,1.6,2.1
Damaris Johnson,HOU,4,2014,1,2,10,10,0,0,0,0,1,1.5,2
Damaris Johnson,HOU,2,2014,1,2,4,4,0,0,0,0,0.4,0.9,1.4
Damaris Johnson,HOU,1,2014,1,3,1,1,0,0,0,0,0.1,0.6,1.1
Damaris Johnson,HOU,13,2014,0,1,0,N/A ,0,0,0,0,0,0,0
Damaris Johnson,HOU,5,2014,0,2,0,N/A ,0,0,0,0,0,0,0
Damaris Johnson,PHI,13,2012,1,1,13,13,0,0,1,0,7.3,7.8,8.3
Damaris Johnson,PHI,3,2012,5,11,84,16.8,0,0,0,1,6.4,8.9,11.4
Damaris Johnson,PHI,10,2012,1,1,32,32,0,0,0,0,3.2,3.7,4.2
Damaris Johnson,PHI,16,2012,3,3,25,8.3,0,0,0,0,2.5,4,5.5
Damaris Johnson,PHI,11,2012,1,2,21,21,0,0,0,0,2.1,2.6,3.1
Damaris Johnson,PHI,4,2012,1,1,17,17,0,0,0,0,1.7,2.2,2.7
Damaris Johnson,PHI,12,2012,2,2,13,6.5,0,0,0,0,1.3,2.3,3.3
Damaris Johnson,PHI,2,2012,1,1,13,13,0,0,0,0,1.3,1.8,2.3
Damaris Johnson,PHI,1,2012,1,3,10,10,0,0,0,0,1,1.5,2
Damaris Johnson,PHI,6,2013,1,1,8,8,0,0,0,0,0.8,1.3,1.8
Damaris Johnson,PHI,17,2012,1,4,8,8,0,0,0,0,0.8,1.3,1.8
Damaris Johnson,PHI,8,2013,1,1,6,6,0,0,0,0,0.6,1.1,1.6
Damaris Johnson,PHI,16,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,15,2013,0,1,0,N/A ,0,0,0,0,0,0,0
Damaris Johnson,PHI,7,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,5,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,4,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,2,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,1,2013,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,15,2012,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,14,2012,2,2,20,10,0,0,0,1,0,1,2
Damaris Johnson,PHI,9,2012,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,5,2012,0,0,0,0,0,0,0,0,0,0,0
Damaris Johnson,PHI,3,2013,0,N/A ,0,N/A ,0,0,0,1,-2,-2,-2
Damian Williams,MIA,6,2014,1,1,14,14,0,0,0,0,1.4,1.9,2.4
Damian Williams,TEN,10,2011,5,N/A ,107,21.4,1,0,0,0,16.7,19.2,21.7
Damian Williams,TEN,5,2011,6,N/A ,66,11,1,0,0,0,12.6,15.6,18.6
Damian Williams,TEN,9,2011,4,N/A ,34,8.5,1,0,0,0,9.4,11.4,13.4
Damian Williams,TEN,12,2011,3,N/A ,33,11,1,0,0,0,9.3,10.8,12.3
Damian Williams,TEN,16,2011,8,N/A ,83,10.4,0,0,0,0,8.3,12.3,16.3
Damian Williams,TEN,4,2011,1,N/A ,4,4,1,0,0,0,6.4,6.9,7.4
Damian Williams,TEN,14,2011,2,N/A ,62,31,0,0,0,0,6.2,7.2,8.2
Damian Williams,TEN,13,2011,4,N/A ,62,15.5,0,0,0,0,6.2,8.2,10.2
Damian Williams,TEN,8,2011,4,N/A ,60,15,0,0,0,0,6,8,10
Damian Williams,TEN,4,2013,5,7,53,10.6,0,0,0,0,5.3,7.8,10.3
Damian Williams,TEN,6,2010,4,N/A ,48,12,0,0,0,0,4.8,6.8,8.8
Damian Williams,TEN,12,2012,2,4,46,23,0,0,0,0,4.6,5.6,6.6
Damian Williams,TEN,2,2012,4,6,45,11.3,0,0,0,0,4.5,6.5,8.5
Damian Williams,TEN,8,2010,2,N/A ,43,21.5,0,0,0,0,4.3,5.3,6.3
Damian Williams,TEN,16,2012,3,5,39,13,0,0,0,0,3.9,5.4,6.9
Damian Williams,TEN,15,2010,1,N/A ,39,39,0,0,0,0,3.9,4.4,4.9
Damian Williams,TEN,7,2012,3,4,38,12.7,0,0,0,0,3.8,5.3,6.8
Damian Williams,TEN,1,2012,5,6,33,6.6,0,0,0,0,3.3,5.8,8.3
Damian Williams,TEN,17,2013,1,1,32,32,0,0,0,0,3.2,3.7,4.2
Damian Williams,TEN,10,2012,2,2,31,15.5,0,0,0,0,3.1,4.1,5.1
Damian Williams,TEN,5,2010,2,N/A ,30,15,0,0,0,0,3,4,5
Damian Williams,TEN,7,2013,3,3,25,8.3,0,0,0,0,2.5,4,5.5
Damian Williams,TEN,7,2010,3,N/A ,25,8.3,0,0,0,0,2.5,4,5.5
Damian Williams,TEN,13,2012,2,3,24,12,0,0,0,0,2.4,3.4,4.4
Damian Williams,TEN,17,2010,3,N/A ,24,8,0,0,0,0,2.4,3.9,5.4
Damian Williams,TEN,6,2013,2,5,22,11,0,0,0,0,2.2,3.2,4.2
Damian Williams,TEN,17,2011,2,N/A ,21,10.5,0,0,0,0,2.1,3.1,4.1
Damian Williams,TEN,9,2013,1,1,20,20,0,0,0,0,2,2.5,3
Damian Williams,TEN,3,2012,2,3,20,10,0,0,0,0,2,3,4
Damian Williams,TEN,9,2012,2,3,19,9.5,0,0,0,0,1.9,2.9,3.9
Damian Williams,TEN,3,2011,1,N/A ,19,19,0,0,0,0,1.9,2.4,2.9
Damian Williams,TEN,11,2011,1,N/A ,16,16,0,0,0,0,1.6,2.1,2.6
Damian Williams,TEN,15,2011,2,N/A ,15,7.5,0,0,0,0,1.5,2.5,3.5
Damian Williams,TEN,6,2012,2,3,14,7,0,0,0,0,1.4,2.4,3.4
Damian Williams,TEN,1,2013,1,2,13,13,0,0,0,0,1.3,1.8,2.3
Damian Williams,TEN,16,2010,1,N/A ,10,10,0,0,0,0,1,1.5,2
Damian Williams,TEN,3,2013,1,2,9,9,0,0,0,0,0.9,1.4,1.9
Damian Williams,TEN,5,2012,1,3,9,9,0,0,0,0,0.9,1.4,1.9
Damian Williams,TEN,4,2012,1,2,6,6,0,0,0,0,0.6,1.1,1.6
Damian Williams,TEN,7,2011,1,N/A ,5,5,0,0,0,0,0.5,1,1.5
Damian Williams,TEN,1,2011,1,N/A ,5,5,0,0,0,0,0.5,1,1.5
Damian Williams,TEN,10,2013,0,0,0,0,0,0,0,0,0,0,0
Damian Williams,TEN,8,2012,1,1,0,0,0,0,0,0,0,0.5,1
Damian Williams,TEN,5,2013,1,2,4,4,0,0,0,1,-1.6,-1.1,-0.6
Danario Alexander,SDG,11,2012,7,11,96,13.7,2,0,0,0,21.6,25.1,28.6
Danario Alexander,SDG,14,2012,7,11,88,12.6,2,0,0,0,20.8,24.3,27.8
Danario Alexander,SDG,10,2012,5,7,134,26.8,1,0,0,0,19.4,21.9,24.4
Danario Alexander,STL,2,2011,3,N/A ,122,40.7,1,0,0,0,18.2,19.7,21.2
Danario Alexander,STL,6,2010,4,N/A ,72,18,1,0,0,0,13.2,15.2,17.2
Danario Alexander,SDG,16,2012,3,6,69,23,1,0,0,0,12.9,14.4,15.9
Danario Alexander,STL,15,2011,3,N/A ,52,17.3,1,0,0,0,11.2,12.7,14.2
Danario Alexander,SDG,13,2012,6,10,102,17,0,0,0,0,10.2,13.2,16.2
Danario Alexander,STL,16,2010,6,N/A ,99,16.5,0,0,0,0,9.9,12.9,15.9
Danario Alexander,STL,12,2010,4,N/A ,95,23.8,0,0,0,0,9.5,11.5,13.5
Danario Alexander,SDG,17,2012,1,2,34,34,1,0,0,0,9.4,9.9,10.4
Danario Alexander,STL,6,2011,6,N/A ,91,15.2,0,0,0,0,9.1,12.1,15.1
Danario Alexander,SDG,12,2012,5,8,74,14.8,0,0,0,0,7.4,9.9,12.4
Danario Alexander,SDG,9,2012,3,3,61,20.3,0,0,0,0,6.1,7.6,9.1
Danario Alexander,STL,4,2011,3,N/A ,46,15.3,0,0,0,0,4.6,6.1,7.6
Danario Alexander,STL,17,2011,3,N/A ,36,12,0,0,0,0,3.6,5.1,6.6
Danario Alexander,STL,3,2011,2,N/A ,28,14,0,0,0,0,2.8,3.8,4.8
Danario Alexander,STL,16,2011,2,N/A ,25,12.5,0,0,0,0,2.5,3.5,4.5
Danario Alexander,STL,13,2010,2,N/A ,20,10,0,0,0,0,2,3,4
Danario Alexander,STL,17,2010,3,N/A ,14,4.7,0,0,0,0,1.4,2.9,4.4
Danario Alexander,STL,14,2011,1,N/A ,12,12,0,0,0,0,1.2,1.7,2.2
Danario Alexander,STL,13,2011,1,N/A ,10,10,0,0,0,0,1,1.5,2
Danario Alexander,STL,7,2011,2,N/A ,9,4.5,0,0,0,0,0.9,1.9,2.9
Danario Alexander,STL,7,2010,1,N/A ,6,6,0,0,0,0,0.6,1.1,1.6
Danario Alexander,SDG,15,2012,0,3,0,N/A ,0,0,0,0,0,0,0
Danario Alexander,SDG,8,2012,0,1,0,N/A ,0,0,0,0,0,0,0
Dane Looker,STL ,3,2008,1,N/A ,21,21,1,0,0,0,8.1,8.6,9.1
Dane Looker,STL ,11,2008,2,N/A ,8,4,1,0,0,0,6.8,7.8,8.8
Dane Looker,STL ,13,2008,6,N/A ,52,8.7,0,0,0,0,5.2,8.2,11.2
Dane Looker,STL ,12,2008,4,N/A ,46,11.5,0,0,0,0,4.6,6.6,8.6
